job_name,company_name,job_city,salary,publish_detail,company_type,company_scale,industry,job_duty,发布日期
大数据处理工程师,武汉长江通信产业集团股份有限公司,武汉-洪山区,18-22万/年,武汉-洪山区 3-4年经验 本科 招若干人 03-14发布,国企,150-500人,"通信/电信/网络设备,电子技术/半导体/集成电路",岗位职责： 1. 运用数据挖掘/统计学习的理论和方法，深入挖掘和分析海量数据，并设计实现相应的算法； 2. 大规模数据的分类、聚类、排重等算法的比较研究； 3. 对用户与客户的行为进行分析，负责用户与客户行为分析的目标确定、数据采集、分析模型设计。 任职要求： 1.相关专业本科及以上，三年及以上相关经验； 2.精通各种数据挖掘算法（如逻辑回归、决策树、贝叶斯、神经网络等）及其原理，能根据业务分析专题，建立挖掘模型，选择最合适和高效的算法并实现； 3.熟悉Hadoop的体系架构和运行原理，熟悉Hadoop的MapReduce原理，有使用python/shell/java的MapReduce开发实战经验者优先； 4.具有海量数据挖掘及分析相关项目经验； 5.熟悉Tensorflow/MXNET/pytorch中一种或者多种深度学习框架 6.具备较强的数据解读能力，业务沟通能力。,2026-03-14
大数据开发工程师,湖北鑫兴禾科技有限公司,武汉-洪山区,1.5-2万/月,武汉-洪山区 3-4年经验 本科 招1人 03-14发布,民营公司,50-150人,"计算机软件,通信/电信/网络设备",职位信息 1、负责数据平台的开发和优化，基于大数据平台完成各类统计和开发任务； 2、建设大数据仓库，包括数据接入、存储、应用，数据类型涵盖流数据、非结构化数据、结构化数据； 3、针对网络安全海量数据，基于大数据技术做统计、挖掘、分析； 4、负责数据库监控、优化大数据计算性能； 5、研究前沿、成熟技术，解决实际场景中的业务问题。 1、本科及以上学历，具有良好的英文文档阅读能力，计算机相关专业优先； 2、至少具有3年以上开发经验，能独立完成JAVA后端研发工作，有大数据研发经验优先； 3、熟悉Linux平台开发，至少掌握Python，Scala/Java编程语言两种之一； 4、熟悉Hadoop、Spark、Hbase、Kafka、ELK，对源码有研究者优先； 5、掌握常用的数据库如Redis、Mongodb等，有图数据库相关经验者优先； 6、良好的系统分析、架构设计能力，有独立设计分布式数据开发框架经验者优先； 7、具有实际开源情报相关工作经验者优先； 8、具有数据挖掘、自然语言处理、信息检索、机器学习背景者优先； 9、思路清晰，善于主动思考，有创新、能独立分析和解决问题，具有良好的沟通能力和团队合作精神。,2026-03-14
数据分析师-Tableau,深圳市优阅达数据科技有限公司上海分公司,广州-天河区,0.8-1.5万/月,广州-天河区 2年经验 本科 招若干人 03-14发布,民营公司,50-150人,计算机服务(系统、数据服务、维修),将要做什么↓,2026-03-14
数据分析师-Tableau,深圳市优阅达数据科技有限公司上海分公司,深圳-南山区,0.8-1.5万/月,深圳-南山区 2年经验 本科 招若干人 03-14发布,民营公司,50-150人,计算机服务(系统、数据服务、维修),将要做什么↓,2026-03-14
数据分析师-Tableau,深圳市优阅达数据科技有限公司上海分公司,北京-朝阳区,0.8-1.5万/月,北京-朝阳区 2年经验 招若干人 03-14发布,民营公司,50-150人,计算机服务(系统、数据服务、维修),将要做什么↓,2026-03-14
数据分析师-Tableau,深圳市优阅达数据科技有限公司上海分公司,上海-静安区,0.8-1.5万/月,上海-静安区 2年经验 本科 招若干人 03-14发布,民营公司,50-150人,计算机服务(系统、数据服务、维修),将要做什么↓,2026-03-14
数据仓库/数据库开发工程师,深圳市优阅达数据科技有限公司上海分公司,长沙-天心区,0.8-1.5万/月,长沙-天心区 3-4年经验 招4人 03-14发布,民营公司,50-150人,计算机服务(系统、数据服务、维修),"工作内容： 1.高质量完成项目组安排的需求开发以及单元测试等任务； 2.积极参与需求分析过程，能从系统角度有效分析业务需求； 3.有效参与新系统的系统、数据仓库设计工作,对数据仓库整体架构提出建议； 4. 负责对数据库搭建部署、调优和管理； 5.负责数据库的维护，快速、有效解决工作中各种突发问题（如生产问题响应与排查）。 任职要求： 1、计算机相关专业，3年以上数据库开发经验； 2、掌握Oracle、SQL等常用关系型数据库语句和存储过程等编写和数据库运维； 3、熟悉关系数据库原理与设计, 有数据库优化及大数据处理相关经验优先； 4、熟悉PostgreSQL/GreenPlum，了解ETL工具，如Kettle、Informatica、Talend等。",2026-03-14
工业数据分析师（冶金、机械相关）,中冶赛迪重庆信息技术有限公司,重庆,,重庆 硕士 招5人 03-14发布 冶金工程,民营公司,,计算机软件,工作职责： 1、熟悉冶金生产流程及相关数据特征，通过生产数据分析，快速寻找出各生产工序存在的问题； 2、调研冶金生产现场需求，提炼不同现场的需求分析，在满足现有实践的同时，对未来需求具有一定的前瞻性研究； 3、研究、开发基于冶金生产大数据的模型、模块，能够解决现场面临的具体问题； 4、到现场进行设计文件交底、软件调试及业主使用培训等服务工作； 5、在产品经理统筹下，根据项目情况，进行产品推广、技术交流、技术文档编制等工作。 任职资格： 1、研究生及以上学历，冶金、机械等相关专业； 2、热爱钢铁工业，具有开拓和创新精神，具有良好的沟通能力及团队协作能力； 3、具有较强的事业心和爱岗敬业奉献精神，能适应出差。,2026-03-14
大数据开发工程师,钰真（上海）信息技术有限公司,上海-浦东新区,2-3万/月,上海-浦东新区 5-7年经验 本科 招2人 03-14发布,民营公司,500-1000人,"互联网/电子商务,服装/纺织/皮革",1、负责数据分析、加工、清理，相关处理脚本和程序的开发； 2、负责开发大数据工具，如报表平台、多维度分析工具、ETL平台、调度平台的研发； 3、负责分布式大数据平台应用开发（Hadoop/Spark/Hive/HBase等）； 4、负责大数据相关平台的维护、优化。 任职要求： 1、本科及以上学历，计算机相关专业，具有5年及以上的大数据ETL或数据开发经验，熟悉大数据组件的维护以及调优； 2、熟练掌握Java或Python编程语言，熟悉大数据架构体系，熟悉Hadoop、HDFS、Hive、HBase、Spark、Kafka等技术中的一个或者多个，熟悉Sqoop、DataX等数据导入工具； 3、能熟练使用Hive、HBase、Spark等加工和处理数据，有海量数据处理经验； 4、有数据仓库开发经验/BI系统开发经验优先； 5、有电商行业数据处理与分析平台开发经验者优先。,2026-03-14
数据仓库工程师,广州英赛特软件有限公司,广州-黄埔区,6-9千/月,广州-黄埔区 2年经验 大专 招若干人 03-14发布,民营公司,50-150人,计算机软件,"技术要求： 1.2年及以上工作经验；1年以上数据开发工作； 2.DB2,ORACLE，SQLSERVER,MYSQL等至少熟练其中一种数据库的开发经验； 3.熟练使用SQL语句进行查询，能独立都完成存储过程编写； 4.有BI或数据仓库项目经验优先； 5.有bi前端展现工具开发经验优先（Cognos，biee，bo，powerbi等） 其他要求： 1.大专以上学历； 2.沟通良好，逻辑清晰，自学能力强，有上进心； 3.能适应轻度加班。岗位职责： 1.现有数据仓库维护工作，SQL编写； 2.新数据应用需求开发，包括etl，存储过程等； 3.数据仓库升级工作（DB2升级到Vertica）",2026-03-14
大数据软件工程师（数据库）,北京中星微电子有限公司,珠海-横琴新区,1-2万/月,珠海-横琴新区 本科 招若干人 03-14发布,外资（欧美）,500-1000人,"通信/电信/网络设备,电子技术/半导体/集成电路",1. 基于安防行业需求，设计构建和维护以分布式数据库为核心的大数据分析产品，实现对行业内大数据的存储、分析、检索和共享。 2. 完成产品功能的分布式数据库系统的搭建、测试、验证、调优和运维工作。 3. 与团队成员紧密沟通，一起推动系统产品的最终实现。 招聘要求： 1. 计算机、数学、统计等相关专业本科及以上学历，3年以上数据库相关项目开发或者运维经验； 2. 熟练掌握SQL语法和至少一种关系型数据库的使用(PostgreSQL、MySQL、Oracle等)； 3. 熟悉NoSQL数据库技术（如文档型数据库、键值对数据库、列式数据库、内存数据库等）； 4. 熟悉分布式并行数据库技术（如Greenplum等）； 5. 有实际分布式数据库项目地设计、调优或者运维经验； 6. 熟练使用常见的开源ETL工具，如Kettle等，并对其工作机制有所了解； 7. 了解机器学习、数据仓库、数据挖掘等应用，有实际项目经验为佳； 8. 具有良好的人际沟通能力，乐于与团队成员一起分享传授技术学习成果； 9. 具有独立解决疑难问题的能力并承受一定的工作压力；,2026-03-14
大数据软件工程师（测试）,北京中星微电子有限公司,珠海-横琴新区,1-2万/月,珠海-横琴新区 招若干人 03-14发布,外资（欧美）,500-1000人,"通信/电信/网络设备,电子技术/半导体/集成电路","1. 负责视频图像人工智能解析与大数据分析应用相关新产品的研发和现有产品的升级维护 2. 参与项目需求分析、技术调研，根据软件设计需求制定测试计划，设计测试数据和测试用例 3. 搭建测试环境，完成项目的系统集成测试，准确地定位并跟踪问题，推动问题及时合理地解决，保证产品质量 4. 协助完成项目的验收测试、版本交付等工作，对项目实施和维护提供支持 注：能适应出差。 能力要求： 1. 2年以上软件产品测试经验，熟悉软件测试流程，掌握软件测试理论和方法，能够熟练应用一种或多种测试工具（LoadRunner, JMeter, QTP, TestDirector等） 2. 熟悉Web Server，熟悉Postgresql,Mysql等数据库，了解数据库调优，有DBA经验者优先 3. 有Docker容器化平台Kubernetes、Mesos+Marathon，或虚拟化环境或Openstack等搭建和管理经验者优先 4. 有分布式环境组件，如ETCD或Zookeeper、Redis或Gemfire、ElasticSearch、Kafka等搭建和管理经验者优先 5. 熟悉TCP/IP协议，有流媒体相关经验（IPTV、VoIP、视频会议等），熟悉音视频编解码、封装格式、控制传输协议（RTSP/RTP/SIP）者优先 6. 熟悉Shell, Perl, Python等脚本语言的一种或多种，有JAVA编程经验能够看懂代码者优先 7. 能撰写《用户手册》，《验收手册》及相关经验者优先； 8. 积极主动，责任心强，富有创新意识，具备良好的沟通、学习能力和团队协作精神 9. 英语良好，能够熟练读、写英文技术资料 注：申请高级职位者要求5年以上相关工作经验",2026-03-14
大数据软件工程师（WEB前端）,北京中星微电子有限公司,珠海-横琴新区,1-2万/月,珠海-横琴新区 3-4年经验 本科 招若干人 03-14发布,外资（欧美）,500-1000人,"通信/电信/网络设备,电子技术/半导体/集成电路",1、负责视频图像人工智能解析与大数据分析应用相关产品的视觉及交互体验设计； 2、与产品团队配合共同参与产品设计、完善用户体验，实现产品视觉设计及交互流程的迭代优化； 3、带领团队成员学习行业前沿技术，保持团队技术敏感度并积极参与公司内外的分享交流活动； 4、对项目的设计资源进行分类归档，根据需求完成其他设计工作。 能力要求： 1、2年以上前端开发或设计工作经验，有完整的前端项目经验，有作品展示者优先考虑； 2、认真细致，善于创新，对视觉设计、色彩有敏锐的观察力及分析能力； 3、能熟练使用Photoshop，IIIustrator等软件进行网页效果图制作； 4、能熟练使用DIV+CSS排版及实现各类交互效果、动画和特效； 5、对主流前端技术栈有全面、深入的理解，能够熟练使用React、Vue.js等框架者优先考虑； 6、时刻关心和把握设计趋势，富有激情、积极主动、关注细节、学习能力强，具备良好的沟通、学习能力和团队协作精神； 7、英语良好，能够熟练阅读英文技术资料； 8、简历请附作品（面试能提供原型作品）。 注：申请高级职位者要求5年以上相关工作经验。,2026-03-14
大数据软件工程师（JAVA）,北京中星微电子有限公司,珠海-横琴新区,1-2万/月,珠海-横琴新区 3-4年经验 本科 招若干人 03-14发布,外资（欧美）,500-1000人,"通信/电信/网络设备,电子技术/半导体/集成电路",1. 负责视频图像人工智能解析与大数据分析应用相关新产品的研发和现有产品的升级维护 2. 参与项目需求分析、技术调研，负责设计完成需求规格、软件架构、测试策略，撰写相关的技术文档 3. 搭建研发环境，完成系统中相关软件模块的编码、调试、单元测试、功能验证，保证项目进度和产品质量 4. 协助完成项目的系统集成测试、版本交付等工作，对项目实施和维护提供支持 能力要求： 1. 2年以上J2EE开发经验，熟练掌握相关技术（Servlet、JDBC、JSP等）、框架（Spring、iBATIS等）、中间件（Tomcat等） 2. 熟悉PostgreSQL、MySQL等数据库开发技术，了解数据库调优，有DBA经验者优先 3. 有分布式环境开发组件，如ETCD或Zookeeper、Redis或Gemfire、ElasticSearch、Kafka等开发经验者优先 4. 有Spring Cloud平台等微服务开发经验更佳 5. 熟悉常用软件架构、设计模式，有C/C++开发经验者优先 6. 熟悉软件研发流程，具有良好的质量意识和规范的编程习惯 7. 积极主动，责任心强，富有创新意识，具备良好的沟通、学习能力和团队协作精神 8. 英语良好，能够熟练读、写英文技术资料 注：申请高级职位者要求5年以上相关工作经验,2026-03-14
大数据开发工程师,公安部第三研究所信息安全技术处,上海,1.5-2万/月,上海 3-4年经验 本科 招1人 03-14发布,国企,150-500人,计算机软件,1. 参与公司相关产品的需求分析和转换 2. 为售前和产品提供大数据分析和服务相关的技术支撑和方案 3. 负责公司大数据相关产品的预研、导入和开发 4. 负责解决开发过程中的技术问题 5. 负责逐步建立大数据研发团队 1. 计算机及相关专业毕业，本科学历至少工作三以上，硕士学历至少工作两年以上 2. 精通Hadoop生态及相关的各种组件并具备一年以上实战经验，包括但不限hadoop/hive/spark/storm/elasticsearch/redis/hbase/kafka/flume等 3. 熟悉大规模数据挖掘、机器学习、自然语言处理、 分布式计算中一项或多项技术，并具备实际工作经验 4. 熟悉MongoDB等NoSQL数据库，具备NoSQL数据库实际工作经验者优先考虑 5. 熟悉Java开发语言，熟悉大数据分析生态内的各种开源解决方案 6. 具备快速学习掌握新知识的能力，优秀的分析、解决问题能力，具备良好的抽象归纳能力和创新能力，对新技术有钻研精神 7. 熟悉软件工程，熟悉技术文档的编写；具备良好的沟通能力和团队协作精神；对事业充满激情，责任心强，能够承受较大的工作压力,2026-03-14
数据分析师,东莞市乐其网络科技有限公司广州分公司,广州-天河区,1.2-2万/月,广州-天河区 2年经验 本科 招1人 03-14发布,民营公司,1000-5000人,互联网/电子商务,岗位职责： 1、利用数据银行、策略中心和内部数据平台工具定性与定量分析、用户研究、竞品研究， 数据分析评估品牌数字营销活动效果，并为品牌提出营销/货品优化建议； 2、通过洞察分析，制定详细的推广方案/营销策略/运营端调整，并对落地结果持续追踪监控，及时调整持续优化，改进策略并推进执行； 3、撰写项目季度、年度等大型报告，并协助团队负责人向客户进行报告提案。 职位要求： 1、2年及以上social媒体的数据分析经验，对数字高度敏感及逻辑分析能力强； 2、了解各媒体能分析的内容，能根据业务需求，作出相应的社交舆情分析、KOL选择方案、营销洞察创新等； 3、拥有开放的心态，良好的沟通协作能力，良好的学习能力； 4、熟练使用Excel、PPT，懂Python更佳。 【找你不容易，必有大福利】 ★Leqee标配福利，人有我优： 1、每天7.5小时工作制，周末双休，只是标配； 2、五险一金保障全，入职购买，无后顾之忧； 3、试用期工资不打折，生活质量有保证。 4、带薪休假任性耍，转正即享有带薪年假，法定假期、婚假、产假以及陪产假样样齐全； 5、元旦、端午节、中秋节、圣诞节各种节日福利，花样年年变，等你来体验 ★Leqee贴心内部福利，人无我有： 1、弹性工作制，生活工作不失衡； 2、低价内购买买买，清空购物车不是梦； 3、部门团建尽情浪，公司拓展玩不停，等你一起来建立无坚不摧的革命友谊。 ★Leqee大咖带你玩转电商开拓眼界： 1、不定期内部专业培训，电商老司机分享经验，小白秒变大咖； 2、扁平办公，领导nice没架子，点对点沟通，畅通无阻； 3、团队年轻好相处，代沟？不存在的~,2026-03-14
中级数据工程师（ETL）,广州安正软件股份有限公司,上海-浦东新区,0.7-1.2万/月,上海-浦东新区 2年经验 本科 招2人 03-14发布 计算机科学与技术 软件工程,民营公司,150-500人,计算机软件,【岗位职责】 1、参与金融行业大型数据仓库项目需求ETL开发、程序优化、项目部署工作； 2、参与数据平台架构的设计、开发、流程优化及解决ETL相关技术问题； 3、负责项目中的关键模块开发、项目实施跟踪 、客户培训、相关文档编写等工作； 4、负责与实施项目组沟通及产品技术支持。 【岗位要求】 1、计算机相关专业，全日制本科及以上学历，两年以上Oracle开发工作经验； 2、掌握数据仓库基础理论知识，了解数据仓库模型设计和ETL设计技术； 3、具有良好的SQL语言开发技能，熟练掌握存储过程、函数等开发技术， 熟悉Oracle数据库； 4、掌握Kettle、Informatica等工具开发技术者优先； 5、有金融业务知识优先； 6、良好的沟通和团队协作能力，乐观向上，有一定抗压能力。 【公司福利】,2026-03-14
大数据开发急聘,深圳市博悦科创科技有限公司,深圳-南山区,0.9-1.6万/月,深圳-南山区 2年经验 大专 招4人 03-14发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1、本科及以上学历，计算机或相关专业，2年以上DW/BI项目实施和开发经验 2、熟悉大数据开源产品的架构和技术细节，具有Hadoop、Mapreduce、HBase、Hive、Spark、Kafka、Redis 等大数据平台开发经验 3、有金融、互联网金融、电商、广告等行业数据仓库，数据挖掘经验 4、熟练SQL，熟练使用至少一种数据库，如Oracle、MySQL、PostgreSQL等。 工作地点：福田购物公园或南山区水湾站,2026-03-14
大数据平台架构师（寰通）,上药康德乐（上海）医药有限公司,上海-静安区,20-30万/年,上海-静安区 招若干人 03-14发布,国企,1000-5000人,"制药/生物工程,批发/零售",岗位职责: 1.负责大数据平台基础架构设计； 2.优化调整大数据平台的整体架构； 3.负责大数据平台数据中心的基础设施的建设落地，构建高并发、高吞吐、低延时数据存储服务； 4.研究新的技术并运用于大数据平台，提高平台的运行效率；,2026-03-14
Java开发工程师（大数据方向）,广州市中南民航空管通信网络科技有限公司,广州,1.5-2万/月,广州 3-4年经验 招2人 03-14发布,事业单位,1000-5000人,"通信/电信/网络设备,计算机软件",岗位职责： 1、负责各类系统的数据收集、处理 2、负责大数据和云平台系统的研发 3、协助做好各类系统日常更新、运维、部署、安装工作 岗位要求 1、大专以上学历，计算机相关专业 2、3年以上的信息管理系统软件开发实施和维护经验，具备企业云平台的项目实施经验优先 3、熟练掌握MVC开发模式，精通JAVA语言，有wedservice和REST经验，同时掌握SCALA或PYTHON者优先考虑 4、对分布式系统有清晰认识，掌握HADOOP、HBASE、SPARK、HIVE、KAFKA等的原理和使用 5、至少掌握一种主流数据库，有数据仓库设计经验者优先考虑,2026-03-14
数据治理工程师,上海帕科信息科技有限公司,上海-徐汇区,0.8-1万/月,上海-徐汇区 2年经验 本科 招1人 03-14发布,民营公司,50-150人,"计算机服务(系统、数据服务、维修),计算机软件",工作内容： 1. 协助项目经理按照项目实施计划完成项目需求调研，实施落地； 2. 熟悉公司大数据产品，能快速部署实施培训及维护等工作； 3. 熟悉公司数据治理调研方法论和实施步骤，能够按照要求完成数据治理工作； 4. 参与ETL相关的设计方案和开发计划； 5. 按照要求进行实施文档的编写，完成项目实施进度报告，实施总结等。 6. 完成领导交办的其它事项。 任职资格： 1、大学本科及以上学历，计算机相关专业；工作年限2年及以上； 2、 熟练掌握数据库SQL语言，具有Oracle开发经验； 3、 熟悉Oracle数据库存储过程开发； 4、熟悉Linux、Unix等日常操作维护工具和命令； 5、熟悉DataStage或Informatica等ETL工具者优先，熟悉shell相关知识者优先； 6、 参加过数据仓库类项目ETL开发者优先； 7、具备良好自信心，有较强的口头表达能力，有强烈的进取精神、事业心、责任心；能够在压力下工作 ； 8、工作认真、学习能力强，积极上进，具有强烈的责任感及良好的团队精神。,2026-03-14
数据治理研发工程师,上海计算机软件技术开发中心,上海,0.8-1万/月,上海 无需经验 本科 招若干人 03-14发布,事业单位,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",1) 熟练使用Spring、myBatis等常用框架，Springboot、Redis、RabbitMQ等中间件 2) 熟练运用数据库MySQL、Oracle，并能进行数据库的数据结构设计； 3) 具有Linux上的开发经验，熟悉命令行，能够编写基本的Shell脚本； 4) 具有良好的设计思维，能够高效地提供安全、高性能、可扩展的技术方案； 5) 对新技术充满热情，积极学习，具有高度的责任心以及良好团队合作精神。,2026-03-14
数据分析师,上海计算机软件技术开发中心,上海,6-8千/月,上海 本科 招若干人 03-14发布,事业单位,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",1. 通过数据分析及挖掘技术构建威胁检测、态势感知模型并落地； 2. 对海量数据进行分析，并利用算法挖掘分析数据之间的相互作用关系和联系，发现潜在规律，建立机器学习算法并优化； 3. 建立和完善分析体系，跟踪模型的实施，定期优化算法和分析策略，提供建设性建议。,2026-03-14
人工智能与大数据研发工程师招聘,上海计算机软件技术开发中心,上海,6-8千/月,上海 招若干人 03-14发布,事业单位,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",岗位职责: 1、根据项目的要求，开展人工智能、大数据相关算法的研究与开发； 2、探索人工智能、大数据等新一代信息技术的评测技术与方法，开展 AI for Testing、Testing of AI、软件众测等技术研究； 3、参与人工智能、大数据等国家、行业标准的编制工作。 任职要求： 1、计算机、应用数学等相关专业硕士研究生及以上学历，具备较强的数理功底和软件开发能力； 2、良好的学习和研究能力，能够独立阅读英文文献，在国内外学术期刊或会议上发表过论文者优先； 3、至少精通一种计算机语言，如Python\Java\ C\C++\C#，熟悉Tensorflow、PyTorch等人工智能开发框架者优先； 4、熟悉软件工程与软件评测的基础理论，具有大数据与人工智能系统软件评测经验者优先； 4、熟悉大数据系统，如Hadoop、Spark、Flink，并具有大数据分析处理项目经验者优先； 5、具有较强的分析及沟通能力，具有独立从事科研的能力，善于提出问题并解决问题； 6、工作积极主动、责任心强，有进取精神和团队协作精神。,2026-03-14
数据分析师,郑州紫硅信息技术有限公司,郑州-金水区,1-1.5万/月,郑州-金水区 3-4年经验 硕士 招2人 03-14发布,民营公司,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)","职位信息 1, 建立和完善基于证券数据和财经信息的大数据平台，构建完善的数据存储、加工、分析、挖掘及数据产品开发的基础数据系统； 2、充分运用大数据分析及建模的方法，了解用户的需求及行为模式，提升用户满意度、活跃度、转化率、留存率，促进用户增长，发现与改进公司产品及业务流程中的问题，促进公司业务的发展，为公司的商业决策提供依据； 3、 BI系统建设：对用户进行精细化分析，设计用户数据模型，以产生实时与批量用户画像； 4、主导开发相关的数据产品。 任职要求: 1、985或211院校毕业，金融工程、金融数学、应用数学、统计相关等理工科专业，研究生及以上学历优先； 2、具备较强的数据处理、分析能力，熟练运用MATLAB、C++、Python、R等分析软件； 3、熟练Python/Java、SQL、Shell语言，熟练操作常用数据库（Mysql、Mongodb、Redis）； 4、有2年以上Django/Flask/Spring Boot/Spring MVC项目经验； 5、熟悉Django、DRF、Flask等开发框架技术的优先； 6、熟悉Html，CSS，JavaScript前端技术的优先； 7、有使用Hadoop/Hive/HBase/Spark/ Elasticsearch /Kafka/Flume经验，进行海量数据处理经验者优先；",2026-03-14
资深大数据工程师（数据仓库ETL）,康成投资（中国）有限公司----大润发总部,上海-静安区,2-3万/月,上海-静安区 5-7年经验 本科 招1人 03-14发布,外资（非欧美）,10000人以上,批发/零售,"工作职责: 1.深入理解公司业务与技术架构，参与规划、建设新零售全渠道数据中台，包括数据仓库架构、数据模型设计、ETL开发等； 2.精通数据仓库设计，精通ODS、DWD、DWS、DM等数仓各垂直分层的逻辑设计、划分，以最优化的分层设计和功能复用，建立结构清晰的数据仓库层级结构，达成平衡存储与计算，满足数据一致性和高效分析； 3.精通基于Hadoop、Hive、Spark等开源数据平台、或基于阿里数据中台的数据仓库架构与开发体系，对数据仓库的模型分层实践有深入的认识，具备面向数据分析和统计、数据挖掘等的多维数据建模、ER建模能力； 4.具有互联网、零售等行业的数据仓库规划、实施的丰富经验，能够参与企业级数据仓库全作业链开发、优化，包括数据集成、数据建模、元数据管理、数据质量、主数据管理、性能优化和调优等； 5.参与业务需求讨论与业务源探索，从全局业务数据体系的高度，分解和优化业务需求，设计数据指标、数据模型和数据应用等； 6.主动跟进新业务及业务发展，通过从业务到技术源系统、到数据指标的转换，发现并解决数据问题； 7.设计开发数据报表集市模型，通过可视化BI工具，快速满足决策层的数据需求； 8.将数据分析逻辑和数据运营场景固化，参与应用级数据产品的设计、开发和实施； 9.保障数据仓库数据质量、稳定运维，促进良好的数据治理，促进企业数据资产化； 任职资格: 1.电商行业、互联网、金融或零售等行业数据平台建设经验（包含数据平台架构、数据仓库建模、ETL开发、BI报表开发、数据挖掘算法等一种或多种开发经验）。 2.精通和熟悉掌握数据中台、数据仓库和数据建模的方法论和研发能力； 3.熟悉大数据相关技术（Hadoop/MaxCompute/MapReduce/Hive/Hbase等）； 4.具备较强的数据敏感度以及全局数据抽象能力； 5.具备良好的coding素养和习惯，熟悉Java/Python/Shell中的一种或多种； 6.熟练掌握Oracle, Mysql, Vertica等数据库，精通SQL，具备海量数据查询优化能力； 7.三年以上大规模分布式数据仓库建设经验，五年以上数据研发经验；有零售相关数仓开发经验更佳； 8.有良好的沟通交流能力，学习能力强 ，很强的责任心和抗压能力。",2026-03-14
大数据平台开发工程师（研发中心）,焦点科技股份有限公司,南京-浦口区,1.7-2.5万/月,南京-浦口区 2年经验 本科 招1人 03-14发布,上市公司,1000-5000人,"互联网/电子商务,计算机软件",1、负责参与数据中台技术架构的设计，系统开发； 2、负责大数据平台的基础工具和平台的研发和维护； 3、大数据前沿开发技术的研究和推广。 1、计算机及相关专业本科及以上学历，2年以上大数据平台开发经验； 2、精通Java编程语言，能进行Hadoop或Flink组件相关开发，熟悉Python者优先； 3、熟悉Hadoop平台开源产品，熟悉Flink、Spark一种或者多种计算引擎； 4、熟悉Kafka、HBase、HDFS、Hive、Impala、Kudu等开源组件中的一种和多种； 5、深度理解软件工程，具备分布式、高性能等开发经验，有过大数据平台开发经验者优先； 6、肯钻研，能抗压，有较强的解决问题和沟通协调的能力。,2026-03-14
数据仓库开发工程师（研发中心）,焦点科技股份有限公司,南京-浦口区,1.2-2万/月,南京-浦口区 2年经验 本科 招4人 03-14发布,上市公司,1000-5000人,"互联网/电子商务,计算机软件",1、负责公司数据仓库的开发、优化及治理工作； 2、支持各类数据应用的数据开发工作； 3、推动数据仓库相关规范、制度、工具的升级改造； 1、大学本科或以上学历，2年以上数据仓库开发经验； 2、精通传统数仓或大数仓开发流程及方法论，至少精通Oracle/MySQL/Hive中一种开发技术； 3、精通 SQL开发，有独立处理大规模数据的经验； 4、熟悉Erwin、PowerDesigner等建模工具，具备独立的业务建模能力； 5、熟悉Linux、Hadoop、Java、Python者优先； 6、耐心细致，思维全面，数据敏感度高，数据责任心强，数据安全认识全面，了解数据安全法。,2026-03-14
数据开发工程师 (2020校园招聘）,焦点科技股份有限公司,南京-浦口区,0.8-1.2万/月,南京-浦口区 在校生/应届生 本科 招10人 03-14发布,上市公司,1000-5000人,"互联网/电子商务,计算机软件",岗位职责： 1.负责数据清洗、加工、分类、展示等开发工作，并能响应数据分析师对数据提取的需求，保证数据质量; 2.负责线上数据产品（大数据、数据库、WEB等）的运维工作。 岗位要求： 1.计算机、数学等相关专业本科及以上学历，具备互联网业务背景或相关工作经验优先； 2.热爱编程，有JAVA项目开发经验; 3.有web开发、报表展示开发经验的优先； 4.熟悉Hadoop、Spark、Hbase等技术框架的优先; 5.具备良好的学习能力，良好的英文文档阅读能力; 6.具备良好的团队合作和沟通能力。,2026-03-14
数据分析师（中国制造网）,焦点科技股份有限公司,南京,1-2万/月,南京 3-4年经验 本科 招3人 03-14发布 英语良好,上市公司,1000-5000人,"互联网/电子商务,计算机软件",中国制造网（Made-in-China.com）由焦点科技开发及运营，是国内领先的综合性第三方B2B电子商务平台。网站专注服务于全球贸易领域，致力于为国内中小企业开展国际营销构建展示平台和交流渠道，帮助供应商和海外采购商建立联系，挖掘全球市场商业机会。 弘扬中国制造、促进全球贸易，让贸易更简单，是中国制造网坚定不移的使命。 1、深入了解互联网业务，建立基于业务场景的数据分析需求，解决各类数据分析问题； 2、充分利用各种内外部产品/服务，在遵循业务规则的前提下与业务方合作制定出***的数据分析策略； 3、基于数据分析，与销售、服务、产品管理、研发团队以及其他主要相关方开展跨职能协作，助力相关产品/服务取得成功； 4、提供高级分析技术支持，并与业务方建立成功的长期合作关系； 5、与团队内其他成员共同设计数据分析平台，建立数据分析的流程，规范和方法。 1、本科以上学历，数学、统计学、计算机、社会学等和数据处理高度相关专业，2年以上数据分析工作经验； 2、具备良好的定量分析能力，在推动业务拓展方面拥有丰富的经验者优先； 3、具有良好的商业敏感度和突出的分析能力，能够灵活利用数据，设计数据应用方案解决商业问题； 4、具有较好的结构化思维、逻辑思维能力，对数据敏感，具备良好的信息整合和分析能力，能够形成清晰的业务观点。 5、擅长与内部及外部合作团队交流沟通，具有优秀的报告讲解及沟通能力，能够独立的分析和解决问题。,2026-03-14
